Date,NSW_gov_final_exp,NSW_Household_cons_exp,NSW_Priv_Gross_fixed_cap_ form,NSW_Pub_Gross_fixed_cap_ form,NSW_SFD,Vic_gov_final_exp ,Vic_Household_cons_exp,Vic_Priv_Gross_fixed_cap_ form,Vic_Pub_Gross_fixed_cap_ form,Vic_SFD,queensland_gov_final_exp,queensland_Household_cons_exp,queensland_Priv_Gross_fixed_cap_ form,queensland_Pub_Gross_fixed_cap_ form,queensland_SFD,SA_gov_final_exp,SA_Household_cons_exp,SA_Priv_Gross_fixed_cap_ form,SA_Pub_Gross_fixed_cap_ form,SA_SFD,WA_gov_final_exp ,WA_Household_cons_exp,WA_Priv_Gross_fixed_cap_ form,WA_Pub_Gross_fixed_cap_ form,WA_SFD,Tas_gov_final_exp ,Tas_Household_cons_exp,Tas_Priv_Gross_fixed_cap_ form,Tas_Pub_Gross_fixed_cap_ form,Tas_SFD,NT_gov_final_exp ,NT_Household_cons_exp,NT_Priv_Gross_fixed_cap_ form,NT_Pub_Gross_fixed_cap_ form,NT_SFD,ACT_gov_final_exp ,ACT_Household_cons_exp,ACT_Priv_Gross_fixed_cap_ form,ACT_Pub_Gross_fixed_cap_ form,ACT_SFD
Dec-85,8.2,1.3,-3.6,-1.2,2.3,1.4,1.8,-5.3,1.8,0.6,7.7,1.4,-4.9,0.2,1.4,9.8,1.6,-4.8,1,2.4,8.8,-0.2,-5,-8.7,0.3,8.6,1.2,-6.2,8.2,3,7,-4.8,-11.5,-3.2,-3.2,-10.4,-0.3,-2.8,10.4,-6.7
Mar-86,5.3,-2.5,-1.2,-1.6,-0.5,6.7,-0.5,-2.8,0,0.5,-0.1,-0.7,-2.3,9.6,0.3,1.9,-1.4,-0.8,-4.8,-0.6,9.2,1.1,0.7,3.7,3.1,3.8,-2.8,1.9,0.1,0.2,-7.7,-0.3,15.7,12.6,3.1,-11.2,-1.3,3.1,-15.5,-6.8
Jun-86,6.4,1.6,2.6,3.4,2.8,2.1,3,1.4,-3.3,2,2.7,1.6,-3.7,-12,-0.7,6.3,2.6,-3.5,12.8,2.9,6.8,0.2,0.5,-8,0.9,4.7,0.5,1.8,-4,1.2,16.3,1.9,0.9,-8.6,4,-5.1,1.6,12.1,27,2.6
Sep-86,-0.1,1.4,-1,1.3,0.4,0.2,-0.1,-0.6,-3.8,-0.6,3.6,0.9,-2.2,2.7,0.7,2.6,-1.4,-1.6,-8.3,-1.3,-1.3,0.7,-1,7.2,0.1,0.5,1.4,-6.3,-8.7,-1.5,-3,4.5,-25.7,0.8,-6.6,7.8,7.1,-5.1,15.4,7.4
Dec-86,-3,-0.1,5,2.7,0.2,-3.9,0,7,0.6,0.5,-4.6,0,6.2,2,0.5,-5.8,-0.2,6.9,8.3,0.3,-7.3,0.4,1.4,3.9,-0.8,-6.2,-0.7,9.3,6.4,0.4,-5.2,-4.7,-4,-9.4,-5.2,8.4,-4.1,1.3,-10.1,0.6
Mar-87,-4.4,-0.5,-4.1,0.3,-1.9,1.7,1.1,-7.5,-0.7,-0.6,-1.7,0.2,0,-2.7,-0.5,-3.4,1.5,-7.8,-12.8,-2.4,-4.3,1.7,3.9,1.7,1,-1.6,-1.3,-11.9,-6,-3.9,-1.4,-2.7,-6.1,9.3,-1.6,2.1,0.2,-0.5,-19.1,-0.6
Jun-87,-0.1,0.8,5.1,-0.3,1.3,-1.6,-0.1,16.7,1.8,2.8,-0.2,-0.2,6.6,4.6,1.7,-3.2,0.9,8.2,5.8,1.6,3.9,0.8,-4.2,-8.7,-0.6,-0.3,2.5,9.2,0.4,2.8,-0.1,6.7,-1.4,-16,-0.2,11.5,-0.3,7.3,-13.5,3.7
Sep-87,3.1,1.5,3.2,-8.6,1.4,4.6,1,-5.7,-5,-0.1,-0.9,2.4,7.3,-5.8,2.1,8.9,1.5,0.7,-6.4,2.3,-4.3,1.7,7.3,-7.9,1.3,-0.8,0.5,-5.4,0.1,-0.8,-2.1,4.8,7.4,6,3.3,-0.3,2.5,4.1,33.2,3.8
Dec-87,4.5,1.1,9.6,4.6,3.5,2.7,0.6,1.4,4.4,1.4,4,1.8,5.2,0.3,2.8,-0.1,0.2,4,3.5,1,10,1.6,8.4,15.8,5.6,7.8,1.3,3.4,-0.8,2.8,4,-3.7,2.3,-40.2,-4.4,-0.7,0.6,-1.7,1.2,-0.4
Mar-88,2,1.6,1.9,-5.6,1.1,-2.4,0.7,5.9,-9.1,0.5,5.4,1.1,5.4,-11.7,1.8,2.9,-0.5,5.1,-7.2,0.9,2.8,-0.8,4,-7.6,0.5,3.3,0.4,2.5,-13.1,0.3,8.6,-1.7,3.9,35.9,5.7,-1.3,1.4,1.1,-12,-1
Jun-88,-1,-0.7,6.5,-16,-0.4,1.7,0.3,6.9,-17.1,0.9,-0.7,1,7.7,-21,0.7,-5.2,-1.2,9,-26.3,-1.4,0.1,0.3,5.3,-12.7,0.8,-3.4,-0.8,5.1,-4.9,-0.5,-6.3,-0.7,-3.4,-27.7,-5.7,-6.6,-1.6,-6.1,-12.5,-5.2
Sep-88,1.2,-0.2,-0.5,16.4,0.8,-0.3,2.2,-2.4,18.7,1.5,1.4,3.1,-4.1,16.8,1.7,-0.9,5.3,-4,39.2,3.5,0.8,1.3,-3.9,17.8,0.6,2.1,1.4,6.1,16.8,3.5,4,6.5,7.9,31.6,7.8,2.9,-2.2,-4.2,3.1,-1.1
Dec-88,-3.1,2.4,5.3,-1.7,1.8,-1.6,1.6,8.2,1.5,2.4,-4.2,0.4,5.2,6,1.1,-0.5,-0.5,2.7,2.8,0.3,0.9,2.5,7.7,2,3.5,-6.1,1.2,-0.3,-3.5,-1,-5.2,-1.8,5.7,17.4,0.6,-9.3,1.4,6.6,1.2,-0.5
Mar-89,0.5,2.5,4.5,-4.8,2.1,7.8,1.4,4.5,6,3.5,5.8,3.3,6.5,-1.5,4.2,6.1,0.5,4.9,8.9,2.9,2.4,3.1,1.2,5.3,2.6,7.3,1.7,8,4.7,4.2,0.7,2.6,0.3,-7,0.6,25.2,3.1,9.2,15.4,12.1
Jun-89,7.2,1.1,-0.1,6.6,2.1,-0.6,0.1,5.2,-6.7,0.8,0.5,2.3,-7.3,-0.8,-0.7,5.3,0.4,-9,10.3,-0.1,1.2,1,22,10.7,7.2,1.5,0.8,4.7,-6.8,1.2,10.7,3.4,-11.5,-18.8,-0.1,3.8,0.3,-17.4,27.7,1.1
Sep-89,-5,1.4,0.8,2.7,0.2,-2.5,0.6,-7.6,23.6,-0.7,-0.9,1.7,0.5,17.7,1.9,-11.5,-0.7,2.1,-1.6,-2.4,-2.4,0,0.9,15,0.8,-2.2,-0.6,-12.8,0.6,-3.2,-6.6,-0.8,-15.1,16.2,-4.7,2,1.7,-6.9,-20.1,-0.8
Dec-89,2.6,0.6,-3.8,-0.9,-0.2,-0.5,0.6,-0.8,0.2,0.1,-2.3,1.3,-6.4,0.2,-1.2,5.2,1.1,-1.9,-10.5,0.5,-2.9,0.3,-12.8,-10.7,-4.9,-0.4,-0.1,-5.9,2.9,-1,4.5,0.7,24.8,14.6,8,3.2,1.4,-11.6,53.1,2.8
Mar-90,0.8,1,0.5,11.2,1.4,1.5,0.9,-3,-2.2,-0.1,4.5,1.7,-4.2,8,1.3,4.4,1.9,-2.8,16.1,2.5,8.3,0.9,-4.2,5.3,1,1.9,1.8,5.2,11.3,3.1,-1.7,2.4,-12.1,7.2,-1.9,11.2,-0.2,-3.1,-18.3,-1.1
Jun-90,2.9,0.4,1,-2.3,0.8,1.9,-0.6,-6.2,-0.1,-1.3,2.2,0.8,-10.2,-11.7,-2.3,2.5,1.5,2.4,-7,1.4,-1.3,0.8,-10.3,3.9,-2.3,5.7,2,3.6,-11.2,1.9,1.6,4.8,-9.3,-15.4,-1.3,1.3,0.4,-11.8,-5.4,-2.4
Sep-90,-0.8,0.2,-7.2,2,-1.3,-1.3,-0.9,1.5,-8,-0.8,-3.4,0.9,9.8,4,2.1,-4.7,-0.2,1.3,13.4,0,-4,0.8,3.5,-4.1,0.2,-6,1,-16.9,1.7,-3.7,-1.6,10.4,30.4,-14.7,7.9,-1.6,4.8,15,-0.6,3.8
Dec-90,1.2,0.1,6,-0.8,1.3,0.1,-1.6,-12.8,-5.1,-4,3.8,-0.4,-8.9,0.4,-1.5,2.2,0.4,-2.8,-5.3,-0.4,1,-1.1,-6.6,-1.6,-2.1,-4.2,0.3,2,-8.8,-1,-3,-2.6,-15.8,0.4,-5.5,3.6,-2.3,-14.4,0.5,-0.5
Mar-91,3.3,-0.6,-3.6,-0.2,-0.6,2.2,0.4,-9.1,-4.6,-1.3,-1.4,0.3,-2.6,9.5,0,2.9,0.9,-3.5,-12.3,-0.6,7.2,0.9,-8.2,-4.1,-0.6,11.5,1.4,-15.6,9.8,1.2,4.8,-1.4,-7.4,-0.8,-0.6,1.4,2.4,-10.7,13.1,2.6
Jun-91,-1.6,0.4,-1.4,-11.7,-1.1,0.7,0.6,-5.1,2,-0.3,1.3,0.5,-1.6,-1.3,0,-0.3,0.4,-2.2,-14.5,-1.1,-3.8,-0.1,6.3,-18.5,-0.6,-5.7,-0.9,-2,-0.4,-2,0.8,2.9,2.8,-0.9,1.9,0.6,0.9,13.8,-2.6,3
Sep-91,3.5,1.9,-3.5,21.3,2.2,3.4,0.5,0.7,-1,1.1,6.1,1,-1.4,5.1,1.7,2.1,0.5,-6.9,36.8,1.5,6.6,1.6,-1.2,13.1,2.4,6.3,0.5,20.1,-15.8,3,6.4,3,-16.8,-4.2,-0.1,2.7,1.7,6,-4,1.9
Dec-91,-3.6,-0.9,-3.8,-0.9,-1.9,-3.2,1,0.3,0.5,0.1,1.8,0.9,4.8,4.1,2,-3.7,0.4,0.4,-8.9,-1.1,-4.5,0.9,-1.5,2,-0.6,-3.8,0.7,-13.8,10.3,-1.9,-1.9,-5.3,3.7,1,-2.4,6.9,-0.4,15.3,-2.3,2.3
Mar-92,0.2,1.4,3.2,-10.2,0.8,-1.3,0.9,1.7,-1.4,0.3,-8.1,1.5,3.4,-6.8,-0.6,1.4,0.2,-1.1,-10.2,-0.5,-4.3,1.2,2.2,-13.9,-0.5,-5.2,0.3,25.9,-4.1,2.1,0.1,1.8,6.8,8.4,2.4,-7.1,1.4,12.3,1,-1.8
Jun-92,-1.6,1,-1.9,-7.5,-0.4,1.2,0.3,6.6,7.3,1.8,3.2,1.1,-2.2,4.8,1.1,5.5,0.1,0.6,15.1,2.1,2.6,1.5,-1.9,11.5,1.5,-0.4,0.1,-7.7,7.7,-0.9,-9.7,1.5,-12.8,-1.3,-5,2.1,1.2,3.8,9.1,1.6
Sep-92,3.5,-0.5,-0.1,18.4,1.2,1.4,0.5,-5.7,2.5,-0.6,4.7,1.1,1.8,4.6,2.1,2.6,-0.4,-4,-3.5,-0.5,7.6,1.2,10.2,8.4,4.6,6.4,1.7,-5,1.3,1.7,16.3,2.5,2.2,6,7.1,1.7,-1,-6.8,-6.9,-0.4
Dec-92,3,-0.5,11,-2.3,1.9,0.1,0.9,27,-41.1,3.4,1.2,0.8,11.7,-8.8,2,0.8,-0.1,2.5,-0.5,0.5,-3.6,1.6,13.4,-2,3,0.3,0.2,10.5,-3.4,1.5,1.4,1,-0.3,-11.8,0.1,0.1,1.5,4.9,12.8,3.1
Mar-93,-2.1,0,-5.3,-1,-1.4,-2.6,-0.2,-13.2,51.3,-2.6,0.2,0.2,-2.1,1.7,-0.1,-0.2,-0.6,1.1,-1.6,-0.1,-0.2,-0.1,8.5,-0.3,2,-2.1,-1.5,-8.8,-12.8,-3.4,-5,-0.8,24.8,-18.7,0.4,-0.1,1.3,-2.8,-12.2,-0.8
Jun-93,3,0.2,-1.7,-4.3,0.1,-0.6,1.4,11,-14.3,2.3,-0.9,0.7,5.2,0.2,1.3,-5,0.2,3,1.7,-0.4,-0.2,1.7,-8.1,2,-1.1,2.4,1.1,-5.7,27.8,1.8,1.9,5.5,2.7,20.3,4.6,1.1,0.4,3.4,18.2,2.3
Sep-93,-1.4,-1.3,1.4,-2,-0.9,-1.4,-0.6,0,1.5,-0.8,0.3,1.4,-0.6,-6.9,0.3,5.3,0.3,1.6,-11.8,0.9,2,1.5,-0.4,-21.2,-0.2,-2.2,0.1,8.3,84.3,6.7,1.4,0,20,-27.2,2.3,6.3,1.6,4.1,-35.5,-0.7
Dec-93,0.8,1.9,1.4,8.1,2,0.9,1,3.7,0.6,1.7,3,2.7,1.4,11.1,3.1,-1.3,1.1,-7.9,5.9,-1,3,1.4,6.9,14.7,3.6,0.4,1.6,-4.1,-46.7,-5.5,2,0.1,-4.5,19.7,0.6,2.4,1.8,0.9,36.6,4.2
Mar-94,2.4,1.2,1.4,5.6,1.7,0.8,-0.1,1,3.1,0.5,1.2,0.4,24,-44.6,1.5,-1,0.6,6.3,-5.5,1.1,-3.3,0.8,0.1,2.5,-0.1,5.5,0.4,-2.3,0,1,1.1,1.3,-1.6,18.9,1.6,1.4,0.5,1.1,-3.3,1.2
Jun-94,-1.6,1,15.1,3.3,3,-1.7,0.3,0.5,-0.2,0,-0.7,0.9,-12.7,91.1,1.3,-1.4,0.3,0.9,1.3,-0.2,3.9,-0.4,11.4,-2.8,3,-4.3,-0.6,22.9,-5.5,1.5,2,1.6,-6.1,17.4,1.2,1,-1.4,-0.7,24.6,2.4
Sep-94,4.2,1.8,0.8,11.4,2.2,3.4,2.7,5.1,30.4,4.2,0.8,1.4,9.3,16.9,3.4,0,1.4,9.1,22.4,3.4,-0.8,1.6,-1.1,2.2,0,0.4,0.4,-9.8,19.3,-0.4,-0.1,5,4.9,13.5,3.5,3.2,0.1,2.7,12.9,2.9
Dec-94,-0.2,0.4,4,12,1.7,1.2,1,-1.7,-9.9,0,-0.2,0,-1,0,-0.3,1.1,1.7,11.7,-10.6,2.4,1.4,0.6,11.9,-10.7,3.2,3.1,-0.8,8.2,0.2,1.4,1,-0.4,-2.7,5,0.1,1.3,0.1,-16.3,4.6,-1.7
Mar-95,-0.6,1.2,-1.9,-24.3,-1.3,0.5,0.9,3.1,3.6,1.2,1.2,1.5,2.5,-7.4,1.1,2.3,2.5,-12,28.1,0.8,0.2,0.4,-16.5,23.1,-3.1,-0.1,0.3,7.7,10.7,2,2.7,0.6,2.7,-12.6,0.9,2.7,0.7,-3.2,-19.2,-4.1
Jun-95,5.5,0.7,7.2,-17.8,2,1.9,1.3,-3.4,-22.8,-0.6,4.2,1.9,1.1,-24,0.4,5.7,1.5,1.9,-38.3,0.4,0.5,1.7,5.4,-25.4,1.4,4.8,1.1,1.9,-35.6,-0.3,3.2,1.8,7.1,-2.6,2.6,4.4,0.2,-19.9,7.6,1.3
Sep-95,-4.6,0,-3.1,43.6,0.3,0,0,8.9,22.5,2.5,0.5,1,-3.7,58.2,2.9,-4.4,0.2,-8,35.6,-0.9,1.4,1,3.4,64.2,3.8,-1.4,-0.7,-10.6,57,-0.4,4.6,2,16.2,15.2,6.3,-8.9,-0.7,9.5,4.3,-2.5
Dec-95,4.3,2,-1.7,-25.5,0,2.2,0.1,-0.3,-14.3,-0.4,-0.3,1,0.5,-30.9,-1.9,3.9,0.5,5.9,-22.2,0.8,3,1.3,3.6,-6.6,1.3,4.5,0.8,-8.5,-8.5,-0.5,1.1,0.7,3.2,-34.1,-0.8,5.2,0.6,12.6,-5.2,3.4
Mar-96,1.4,0.4,0.8,2.5,0.7,2.1,1.7,7.4,-13.4,2.1,7.2,1.3,1.3,7.3,2.5,1.3,-0.2,-0.5,4.5,0,3,1.2,6.4,-9.4,2,-1.2,1.1,10.6,7.9,2.4,2.4,0.5,15.3,15.6,4.8,1.7,0.5,-4,0.2,1
Jun-96,-0.6,0.6,4,19.4,1.6,-1.8,0.9,1.4,38.5,1.9,-3,0,3,27.4,1.5,-2.3,0.6,6,10.5,1.4,0.4,1.3,4,-16.6,1.2,-0.4,0.6,-1.9,-2.4,-0.4,-4.2,-0.7,12.7,24.4,2,-3.3,0.9,11,13.7,2
Sep-96,-0.1,0.7,-0.1,-20.6,-0.3,0.7,-0.4,-1.5,-30,-1.9,1.3,0.9,5.7,-36.4,-0.3,2.5,-0.2,7.6,-5.2,1.3,-1.6,-1.2,-7.5,-19.8,-4.3,6.6,0.1,6.4,-10.8,1.8,-2.1,-1.4,-17.2,-13.8,-6.4,7.1,-0.7,-3.7,-8.9,0.7
Dec-96,-0.6,0,-0.3,13.2,0.1,-1.9,1.7,6,31.5,2.5,-1.2,0.4,6.5,2.9,2,-1.3,0.4,-5.5,16.6,-0.3,0.1,1.5,0.3,61.9,3.6,-6.1,1.6,3.4,12.6,0.9,2,0.8,-7.9,36.6,1.4,0.1,1.6,1,-2.4,0.3
Mar-97,0.6,0.8,0.3,16.8,1.3,1.5,1.5,9.5,8.4,3.2,2.5,0.9,-5.8,78.2,2.1,0.7,0.4,3.7,21.8,1.9,4.4,1.5,-3.1,32.3,2.5,3.8,-0.1,-1.5,5.3,0.5,4,-0.2,-6.6,-6,-0.2,6.7,0.4,1.7,4.5,2.7
Jun-97,1.4,1.3,5.7,-16,1.4,2.3,1.7,21.4,-88.8,2.8,0.9,1.8,3.3,11.7,2.6,1.9,1.8,20.1,-28.3,3.2,-2.6,1.6,8.8,13.1,3.3,-3.4,1.8,3.7,-12.4,0,0.6,3.9,-10.8,-16.4,-1.2,1.8,2.4,11,-3.3,2.3
Sep-97,2.7,1.3,2.5,-2.9,1.5,-0.2,1.6,-17.8,612,-0.8,2.5,1.6,3.7,-21.3,0.6,4.2,1.1,1.3,19.7,2.3,11.9,1.4,10.6,-8.2,4.1,3.2,2,-2,-13.5,1,4.3,4.6,18,6.4,7.1,-5.3,2.2,36,-90.2,-2.2
Dec-97,-0.1,1.5,7,21,3.1,-1,1.2,5.6,10.9,1.9,1.2,1.9,-2,-0.5,1,0.4,1.2,1.3,4.9,1.4,-5.6,1,9.4,19.2,2.8,-0.6,1,-10.3,37.9,0.6,2,2,12.9,-6.3,4.6,2.3,0.9,-33.8,1335.1,4
Mar-98,0.1,0.5,1,-4.8,0.4,0.1,0.4,3.3,-6.5,0.5,0.4,-0.3,-4.2,-9,-1.4,0.7,1.3,3.6,-36.4,-0.3,1.6,0.1,58.2,0,-0.9,0.8,-1.4,-0.9,-12.7,-1.5,1.2,4.4,12.1,28.7,4.2,-1.2,-0.1,1.7,2.9,-0.7
Jun-98,0.3,1,2,-23.9,0.1,0.9,1.9,2.5,-2.4,1.6,0,2.8,2.9,-10.1,1.5,-0.3,1.4,-9.5,13.8,-0.5,-1.5,1.1,-36.6,0,0.4,2.1,0.7,4.8,-17.3,0.4,1.6,2.9,10.8,19.9,4.1,5.2,1.2,68.7,0,-2.6
Sep-98,5.1,1.7,0.4,20.4,2.6,2.5,2.8,0.5,19.8,3,2.8,1.7,1.4,24.3,3.1,-0.3,1.6,-2.6,15.7,1.1,2.8,2.1,-6.8,-13.2,-0.9,-0.5,-0.2,-14.1,32.2,-0.9,4,1.4,33.9,-20.4,8.6,0.1,2.3,-30.8,0,7.7
Dec-98,-3.5,0.8,1.9,13.6,0.7,3.6,1.2,3.2,6.6,2.1,2.3,1.5,2.8,14.8,2.6,1,0.4,-6,-3.6,-0.7,2,0.6,-11.8,-12.6,-2.9,-1.4,0.1,-9,9.8,-0.7,1.5,-0.2,37.1,-13.8,10.9,1.6,1.1,3,24.4,2
Mar-99,3.5,2.3,2.9,-3.8,2.3,1.1,2,-1.3,-5.7,0.8,3.8,1.4,2.3,-5.7,1.4,-0.7,1,-3.2,6.6,0.1,-0.2,1,6.7,-1.2,2.3,4.4,2.4,13.5,-23.7,2.5,-1.2,1.1,-33.8,-20.3,-11.7,1.4,2.4,1,-8.8,0.5
Jun-99,-1.1,1,2.6,-9.9,0.4,0.5,1.1,4.9,5.7,1.9,1,0.2,4,-4.9,0.7,-0.6,-0.4,-1.6,-4.1,-1,1.9,-0.5,-3.2,-13.1,-1.5,-3.2,0.1,5.9,-31.3,-1.3,1.5,2.3,5.5,-53,1.3,2.6,0,54.7,0,-4.8
Sep-99,0,1.3,0.9,33.6,2.3,-1.2,1.4,-0.2,-1.1,0.6,-0.1,0.3,-4.4,5.7,-0.3,1.3,1.2,31.8,32.4,7.1,-2.7,1.1,4.4,22.3,2.1,0.6,1.6,-3.4,70.7,3.1,3.3,1.8,7.6,201.1,5.7,-2.9,1.5,-28.7,0,7.1
Dec-99,0.3,1.5,2.5,-9.6,0.9,1.5,1.2,4,1.6,1.8,2.3,1.3,5.3,8.6,2.9,2.4,1,-18.6,7.2,-2.1,3.8,1.9,-6.4,7.2,0.3,3.1,0.7,5.9,-11.7,1,4.5,1.1,-40.4,0.5,-9.4,5.5,2.4,7.7,-8.7,2.9
Mar-00,2.7,0,6,-0.8,1.7,2.3,0,5.7,0.2,1.5,-0.9,0.7,3.5,4.1,1.2,4,0.2,166.8,0,0.6,2.6,1.4,-3,0.2,0.4,1,0.1,-1.4,7.3,0.5,3.8,-1,-2,21.1,1.7,0.5,2.4,8.2,2,2.4
Jun-00,0.7,0.3,3.9,-13.2,0.6,1.1,1.1,2.9,-3.7,1.3,-0.5,1.3,3.3,-6.4,0.8,0.2,0.7,-48.7,0,3.3,-1.2,1.3,1.7,3.7,1,3.2,-0.6,24.4,-23.2,2.1,0.3,0.7,12.1,-27.1,1.2,0.5,2.2,18.3,-51.3,-0.6
Sep-00,-0.8,1.5,-7.9,27.4,-0.2,0.3,0,-2.8,-4.3,-0.7,-3.6,1.9,-9.2,6.4,-1.2,-2.2,1.4,19.7,0,-1.9,0.9,1.4,-17.1,7.4,-2.8,1.6,-1,-17.7,24.8,-1.9,-2.9,3,-17.1,47,-1.5,1.6,-2.7,-27.2,104.2,-0.9
Dec-00,0.7,-0.5,-14.7,-13,-3.8,0.7,1.5,-12.4,-0.1,-1.7,0.8,2,-9,-10.1,-1.2,-0.6,1.7,-33.7,0,0.1,-0.9,-1.1,-0.2,-4.2,-1.1,-3.7,2,-3.1,1.4,0,-4,-0.7,7.6,-3.5,-0.6,0,1.3,-15,7.6,-0.3
1-Mar,-0.8,0.9,1.2,-10.2,0.3,1,1.1,8.7,-13.9,2.1,1.9,0.8,-2,-9.5,-0.1,-1.7,-0.1,7.2,-14.4,0.4,1.3,0.8,24.2,-5.6,5.5,-0.3,2.7,6.1,-13.9,1.7,2.9,1.3,35.3,-5.8,7.6,2.4,0.7,20.1,-8.2,2.6
1-Jun,3.5,0.7,-1.4,4.6,0.9,0.4,1,-2.3,21.1,0.7,3.7,0.2,13,-1.1,2.9,0.5,1.1,-2.5,-1.5,0.3,1.7,-0.1,-10.7,4.6,-2.2,1.9,-0.2,2.6,1.9,0.4,5.3,0.1,-13.4,75.5,2.5,4.2,0.8,1.7,-2.1,2
1-Sep,-0.5,0.5,1.1,7.4,0.8,0.8,0,4.6,3.4,1.3,1.7,-0.2,12.2,-34.5,1.3,2.8,1,1,13.1,1.8,-1.1,-0.1,10.4,1,2.3,4.3,-1.1,11.6,22.2,2.7,-0.2,1.6,2.5,5.7,1.8,-2.9,2.1,2.9,3,0.4
1-Dec,0.4,0.7,5.2,0.9,1.5,1.6,0.9,2.7,16,1.9,0.2,0.4,-8.9,72.8,0.1,1.5,0.2,15.1,-26.7,2.3,0.9,2,0.2,6.2,1.6,0.1,0.6,-8,-5.8,-1.1,-4.6,1.7,22.7,-4.8,3.2,-1.1,1,15.9,4.3,1.9
2-Mar,0.8,0.8,2.2,-2,0.9,-0.7,1.4,4.9,-11,1.1,0,1.5,11.5,1.7,3.1,2.2,1.9,0.7,46,2.7,0.5,1.5,-0.1,-23.1,-0.4,1.3,1.9,29.5,6.1,5.5,-1.9,1.2,24.7,-42.6,1.9,-0.7,1,-0.6,-13.1,-0.9
2-Jun,-0.2,1.1,3.4,10.9,1.7,4.7,1.9,6.7,-1.5,3.1,-0.5,1.7,2,2,1.4,1.2,1.9,4.5,-7.1,1.9,0.9,2,6.9,-13.6,2.2,-3.4,1.8,12.3,127.4,8.6,1.6,2.4,3.9,-1.1,2,1,1.3,17.2,38.3,4.3
2-Sep,0.8,1.5,3,-6.9,1.4,-1.7,1.5,3.2,-0.1,1.4,2.4,1.9,7.9,-2.8,3.1,-3.4,1,0.9,9.6,0.6,0.9,0.1,0.4,20.6,1,3.3,-0.8,-17.3,-66.6,-9.1,1.4,0.2,-2.4,1,-0.3,2.1,2.4,-13.9,10.8,1.6
2-Dec,-0.3,0.3,4.2,10.7,1.3,-0.1,-0.1,1.3,17.3,0.7,2.5,0.8,6.8,1.6,2.5,-0.6,0.4,7.5,6.1,1.7,-0.5,2.1,8.7,7,3.4,0.2,1,8.5,47.5,3.5,-0.7,-0.3,9.6,-4.2,2.2,0.8,1.5,18.9,12.2,3.5
3-Mar,3.2,0.3,1.9,4,1.3,3.9,0.9,1.1,-15.9,0.8,-3,1.1,1.9,-1.9,0.4,2.5,0.6,3.1,-4.6,1.2,1.7,-0.5,3.4,10,1.3,-0.5,0.9,-6.8,6.8,-1.2,2.9,2,-24.2,4.9,-5,5.6,0.6,10.8,-15.9,2.5
3-Jun,-1.1,0.5,-1.3,-4.9,-0.4,-1.7,0.3,-3.4,19.7,-0.3,6.3,2.3,-1.8,-35.6,-0.1,1.4,0.9,4.2,0.5,1.7,-1.1,0.3,7.2,-12.8,1.3,-1,0.2,-0.2,14.3,0.6,1.6,0,12.3,-1.2,3.6,0.7,1.3,-4.9,-27.6,-1.8
3-Sep,0.8,1,5.3,-0.9,1.8,2.2,1.5,3.9,-4.2,1.9,0.3,2.1,0.3,3.1,1.7,0.8,-0.6,6,-7.5,0.9,3.5,2.2,6.8,3.4,3.8,8.9,0.8,16.3,-20,3.6,-0.4,1.8,17.5,-13.6,4.5,3.2,0.8,-3,28.6,2.9
3-Dec,1.4,1.8,4.3,9.8,2.5,-1,2,2.1,4.5,1.6,2.1,4.3,12.6,42.1,6.9,0.4,2.1,-4.9,22.3,0.8,4.2,2.2,-2.4,19,1.7,2.4,1.5,1.1,20.3,2.6,0.5,1.9,-1.3,57.8,2.2,0.1,0.8,-7.5,12.6,0
4-Mar,-0.7,1.1,4.8,1.3,1.5,1.3,2.4,3.2,6.4,2.5,-1.3,2.5,-5.8,-8.1,-0.7,0.5,1.6,3.2,-0.5,1.5,1.9,3.7,-1.2,-7.7,1.5,1.8,2.2,15.5,-19.6,3.4,-1.1,1.2,0.1,-24.8,-1.3,1.3,1.8,-4.5,8.1,1.3
4-Jun,3.1,0.9,-2.4,-17.1,-0.2,3.5,-0.6,-2.1,-6.5,-0.6,2.3,1.5,5.9,28.7,3.7,0.7,0.1,4.1,-14.2,0.6,0.6,0.8,-2,15.7,0.6,-0.1,2,-4.8,25.9,1.1,-1,1.1,-10.9,1.1,-3.3,1.9,-0.3,7,28.3,3.2
4-Sep,-1.2,0.4,0.5,11.8,0.5,-1.6,2.3,0.9,-6.5,1,0.6,0.7,0.9,-3.9,0.5,2.9,1.3,-0.1,18.6,1.8,1,2,1.9,1.2,1.7,-3.5,1.8,4.8,5.4,1.2,2,-0.9,-11.3,16.5,-1.9,4.3,0.2,7.2,-21.7,0.8
4-Dec,1.7,1.6,2.4,7.2,2,-0.7,1.4,5.3,2.5,1.9,0,0.5,1.1,7.3,0.9,0.1,1.4,1.1,13.2,1.5,-0.5,1.8,2.3,-1.7,1.3,5.5,2.7,5.2,0.1,3.6,-0.8,1.6,20.5,4.5,5.7,0.7,1.3,-5.8,3.4,0.3
5-Mar,-1.3,-0.5,-1.5,1.8,-0.8,1.5,-0.4,-1.8,-1,-0.4,0.1,0.5,-3,-2,-0.5,4.2,-0.3,-1.5,-7.5,0,0.7,-0.6,10.9,6.8,2.9,2.2,-1.6,-8.1,-1.4,-2,3.2,-1.7,8.8,-3.2,2.6,1.7,-1,0.5,0.6,0.4
